"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSMUSG00000081534.3",1679.37272351885,-1.13810720983894,0.180570869166907,-6.3028284412086,2.92262339085586e-10,5.77705223592509e-08,"Slc48a1"
"ENSMUSG00000031841.19",43.6718515562022,7.04430382403219,1.12229614515253,6.27668895991337,3.45858992822374e-10,6.73444241844879e-08,"Cdh13"
"ENSMUSG00000022587.14",1868.24531126912,-1.52235231189519,0.242901833900945,-6.2673561884922,3.67229505208598e-10,6.94329873181359e-08,"Ly6e"
"ENSMUSG00000057604.9",194.357295284788,1.58753035584971,0.253269328635283,6.26815084323065,3.6536077181094e-10,6.94329873181359e-08,"Lmcd1"
"ENSMUSG00000013033.16",201.085806170874,1.71048380331062,0.273468437878269,6.2547759316635,3.98087039377145e-10,7.31470917706231e-08,"Adgrl1"
"ENSMUSG00000019880.10",103.140639878406,-3.01013307972758,0.481152932973611,-6.25608382167478,3.94764627821922e-10,7.31470917706231e-08,"Rspo3"
"ENSMUSG00000022103.10",444.895190860216,2.48651688298071,0.398006503276309,6.24742777445144,4.17267124750961e-10,7.56064848541811e-08,"Gfra2"
"ENSMUSG00000053647.4",57.7607358427971,3.07571339845123,0.492601347698218,6.24381848085301,4.27015523710858e-10,7.63129386620802e-08,"Gper1"
"ENSMUSG00000099876.1",23.9376645099328,4.5475180567478,0.729180507394131,6.23647781397675,4.47532751392377e-10,7.88988145224994e-08,"Gm29650"
"ENSMUSG00000005583.16",41.1480065253346,6.94750172105119,1.11515874073936,6.23005628458322,4.66267626781865e-10,8.11056994532829e-08,"Mef2c"
"ENSMUSG00000089764.2",1772.00520629743,-1.30669924028722,0.211950376745377,-6.16511874313391,7.04302683841446e-10,1.2089911596573e-07,"Gm16580"
"ENSMUSG00000030353.15",77.2615289311456,-1.73200643943987,0.282842549548007,-6.12357101930981,9.1501042573394e-10,1.5502890927435e-07,"Tead4"
"ENSMUSG00000035783.9",3880.51837359157,2.33988613898432,0.38297964324374,6.10968802196922,9.98260866291837e-10,1.64852041286624e-07,"Acta2"
"ENSMUSG00000052334.11",21.6365348401315,-4.68080986848145,0.766083568472441,-6.11005125434933,9.95991481671391e-10,1.64852041286624e-07,"1700024B05Rik"
"ENSMUSG00000036687.13",37.3561739572466,-2.74832356479078,0.454405305822812,-6.04817665985274,1.46494274413689e-09,2.38895538000123e-07,"Tmem184a"
"ENSMUSG00000027514.14",226.243688053683,-2.66745470796073,0.441333383742299,-6.04408097421041,1.50264035185939e-09,2.42017852226637e-07,"Zbp1"
"ENSMUSG00000030921.17",315.021657317298,-1.33417360098813,0.220990943068359,-6.03723203523064,1.56780206601209e-09,2.49433484795046e-07,"Trim30a"
"ENSMUSG00000042228.14",48.8777738248439,2.4750304817835,0.410986344735978,6.02217205871765,1.72091807520661e-09,2.70495147098139e-07,"Lyn"
"ENSMUSG00000029838.11",9266.68850779183,2.14682529601986,0.356707984838249,6.01843913584763,1.76106905097202e-09,2.73510795702155e-07,"Ptn"
"ENSMUSG00000015134.15",161.848883010089,2.36270869187431,0.395366269270341,5.9759996628816,2.28683471931928e-09,3.50988773508697e-07,"Aldh1a3"
"ENSMUSG00000018821.3",901.226003642435,-0.96647885891164,0.16238143974316,-5.95190472778371,2.65039652366787e-09,4.0205898892757e-07,"Avpi1"
"ENSMUSG00000031616.7",200.735427462426,2.340982721947,0.393962209858485,5.94215044835875,2.81307053421806e-09,4.21831243556423e-07,"Ednra"
"ENSMUSG00000078915.2",19.0024477996512,7.68646154202741,1.30040805659319,5.91080738315666,3.40434933433364e-09,5.04694788814962e-07,"Hsp25-ps1"
"ENSMUSG00000040653.6",161.523246117215,2.03166969744885,0.345403550489781,5.88201740997726,4.05295696574309e-09,5.94099736798701e-07,"Ppp1r14c"
"ENSMUSG00000024232.2",20.0493509501324,4.53338654411954,0.771766525083252,5.87403884047771,4.25303656583655e-09,6.1650127819893e-07,"Bambi"
"ENSMUSG00000051375.15",53.9231692110131,-2.42788493484503,0.413867956732517,-5.86632740068391,4.45553605532727e-09,6.38757399756039e-07,"Pcdh1"
"ENSMUSG00000023092.16",31.0612472882474,6.55326039095167,1.12212392872441,5.84005048212563,5.21850069656648e-09,7.4000608790659e-07,"Fhl1"
"ENSMUSG00000057596.13",395.040239478216,-1.44815522110045,0.24869450185726,-5.82302869699799,5.7790627420135e-09,8.10684435831271e-07,"Trim30d"
"ENSMUSG00000056174.8",643.969454738213,1.78355055419519,0.307627397446992,5.79776238721558,6.72055810366454e-09,9.32727670429867e-07,"Col8a2"
"ENSMUSG00000059895.13",318.353471326189,-1.19800815584939,0.206875379641089,-5.79096535280238,6.9983013913432e-09,9.61050946857509e-07,"Ptp4a3"
"ENSMUSG00000057346.12",274.212232695824,-1.71451530078284,0.296641718815243,-5.77975110052099,7.48112201760408e-09,1.01665331085065e-06,"Apol9a"
"ENSMUSG00000026981.15",87.8918225506165,2.67926130003189,0.464214763543389,5.77159864451717,7.85229685341978e-09,1.05609345102798e-06,"Il1rn"
"ENSMUSG00000035373.2",140.283425905579,-1.9695968323414,0.342208915372029,-5.75553921557002,8.63656691290603e-09,1.14972093822216e-06,"Ccl7"
"ENSMUSG00000068747.14",37.2806845763307,2.76522675211658,0.4808886732578,5.75024305185532,8.91152440950294e-09,1.17434088329672e-06,"Sort1"
