"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSMUSG00000027931.12",74.4853425192153,-1.41675090760854,0.318869623916683,-4.44304129758913,8.86961330997284e-06,0.000214622909511303,"Npr1"
"ENSMUSG00000029148.15",2972.78132902256,0.646880590639416,0.145867314951829,4.43471925738154,9.21923495671005e-06,0.000222062700535024,"Nrbp1"
"ENSMUSG00000050549.8",41.935539869422,1.93650837903119,0.436609559799439,4.43533206171836,9.19304741963363e-06,0.000222062700535024,"Fam241a"
"ENSMUSG00000056665.2",395.985673336198,-1.10815589810749,0.249869651226283,-4.43493594627841,9.20996685386057e-06,0.000222062700535024,"Them6"
"ENSMUSG00000070327.14",4200.00442106844,-0.564642738319636,0.12762939074534,-4.42408080946085,9.68537647744738e-06,0.000232935515555778,"Rnf213"
"ENSMUSG00000025068.8",5644.134508317,-1.0204047050186,0.230705941775825,-4.422966730567,9.73547376434765e-06,0.000233429773824669,"Gsto1"
"ENSMUSG00000028864.7",380.901609698984,-1.67271450538265,0.378187221678275,-4.42297996732853,9.73487709058295e-06,0.000233429773824669,"Hgf"
"ENSMUSG00000041607.17",46.9211414017581,1.53655170341461,0.347579149372993,4.42072462110122,9.8370470586715e-06,0.000235507849354649,"Mbp"
"ENSMUSG00000004996.9",591.876191461435,-0.626750063392814,0.141859504226571,-4.41810414332056,9.95704438078524e-06,0.000237729981830981,"Mri1"
"ENSMUSG00000047443.14",7.61205406859804,6.44122645938689,1.45793724408578,4.41804095856399,9.95995493779566e-06,0.000237729981830981,"Erfe"
"ENSMUSG00000040209.12",738.070007563418,1.66973958816013,0.378196290341637,4.41500784328635,1.01006328044245e-05,0.000240724131135312,"Zfp704"
"ENSMUSG00000042605.16",2465.70920814576,0.571267468572563,0.129469059224645,4.41238603256814,1.02237614073452e-05,0.000243291647586538,"Atxn2"
"ENSMUSG00000058153.15",35.3192720959561,2.83744492493833,0.643574739246305,4.40888175359599,1.03905734629727e-05,0.000246889400433732,"Sez6l"
"ENSMUSG00000026121.13",808.812378553881,0.731525280871902,0.16610328081378,4.40403872390709,1.06253964021112e-05,0.00025171197683622,"Sema4c"
"ENSMUSG00000052726.16",394.557716089766,-1.26198541305544,0.286538437718559,-4.40424476068017,1.0615303964634e-05,0.00025171197683622,"Kcnt2"
"ENSMUSG00000032313.11",47.9203761979178,-2.47475471547634,0.562022851121066,-4.40329910170014,1.06617013458605e-05,0.000251816955106042,"Tmem266"
"ENSMUSG00000097440.2",79.8547724354636,2.08832417862429,0.474245727474769,4.40346440176501,1.06535771973926e-05,0.000251816955106042,"Gm6277"
"ENSMUSG00000003360.15",3017.94604163632,-0.564418699314231,0.128206581058502,-4.40241596534487,1.07052059556637e-05,0.000252467103440958,"Ddx23"
"ENSMUSG00000057229.11",54.2237394027239,2.02323220805787,0.459761671415057,4.40061086830218,1.07946556036066e-05,0.000254197247678968,"Dmac2"
"ENSMUSG00000023307.14",4883.55841762179,-0.571345147087429,0.129860052374754,-4.39969903476264,1.08401113940347e-05,0.00025488779782313,"Marchf5"
"ENSMUSG00000021209.12",158.555488182098,-1.05558505945051,0.240076986064851,-4.39686067687211,1.0982779100561e-05,0.000257858681378848,"Ppp4r4"
"ENSMUSG00000025159.8",2838.77598027507,-0.558409267025689,0.127056087473216,-4.39498239030384,1.10781733974481e-05,0.000259712489396257,"Mms19"
"ENSMUSG00000005803.14",1826.33123694298,-1.02146427228458,0.232501263178243,-4.39337085021123,1.11606502272118e-05,0.000261258421096554,"Sqor"
"ENSMUSG00000024678.6",884.709908854787,-4.00199348921696,0.911335314179407,-4.39135126988958,1.12648379398531e-05,0.000263307254863342,"Ms4a4d"
"ENSMUSG00000069874.7",1166.16789632673,-1.07454739811382,0.244871660661709,-4.38820643928376,1.1428926710414e-05,0.000266513772922027,"Irgm2"
"ENSMUSG00000096446.1",14.4513544084545,-4.72611830290569,1.07703643254167,-4.38807654050538,1.1435753309356e-05,0.000266513772922027,"Gm8104"
"ENSMUSG00000063535.7",60.4141243024451,-1.49036170151172,0.339836281997537,-4.38552850434764,1.15704504537651e-05,0.000269255799145717,"Zfp773"
"ENSMUSG00000022421.19",1728.22496435818,-0.848086605634962,0.193573548299857,-4.38121124029417,1.18021379610529e-05,0.000274243502827347,"Nptxr"
"ENSMUSG00000006304.14",9980.90346640352,0.612297593161252,0.139782956853975,4.38034512176541,1.18491487688158e-05,0.000274528445302139,"Arpc2"
"ENSMUSG00000069516.8",248.202536213673,1.3409924360762,0.30613208298961,4.38043743400038,1.18441297887028e-05,0.000274528445302139,"Lyz2"
"ENSMUSG00000001520.12",10.9290569347433,5.97985364329079,1.36540513509429,4.37954530094677,1.18927197826815e-05,0.000274732259190279,"Nrip2"
"ENSMUSG00000030774.13",1358.9597226865,0.567930421853213,0.12967256686779,4.37972684254995,1.18828167332123e-05,0.000274732259190279,"Pak1"
"ENSMUSG00000024661.7",215618.809234558,-1.00251413795165,0.228980857324811,-4.37815697636933,1.19687134261185e-05,0.000276084147220581,"Fth1"
"ENSMUSG00000033208.7",4757.1309888279,1.97918451554867,0.452241232844525,4.37639112006642,1.20660420617577e-05,0.000277923514020166,"S100b"
"ENSMUSG00000055675.6",22.3471980594632,2.60307760644594,0.595596425974357,4.37053933321958,1.23940025319337e-05,0.000285062058234475,"Kbtbd11"
"ENSMUSG00000022816.11",21710.5715951409,1.76590781499043,0.40422124555298,4.3686665023622,1.25007491673938e-05,0.000287099327898239,"Fstl1"
"ENSMUSG00000035203.16",3627.23195564392,-0.492271344070058,0.112827066371943,-4.36306074330823,1.28255313461197e-05,0.000294130944557384,"Epn1"
"ENSMUSG00000091698.8",59.1617774899935,-3.26331959599416,0.748176567857069,-4.36169713967517,1.29057436175276e-05,0.000295541528841382,"Gm6526"
"ENSMUSG00000028926.15",5985.25641911245,0.695014468457615,0.159396819197183,4.36027815334159,1.29897217853007e-05,0.000297034144615827,"Cdk14"
"ENSMUSG00000075271.4",81.0610399743899,1.22715599208018,0.281471365152229,4.35978981882044,1.30187426948921e-05,0.000297267562604031,"Ttc30a1"
"ENSMUSG00000053175.17",163.387236091866,-1.41544721920911,0.324687450448228,-4.3594146224472,1.30410820029909e-05,0.000297347960648281,"Bcl3"
"ENSMUSG00000032591.15",63.0895412035345,-3.08042807815206,0.706675220182868,-4.35904357500314,1.3063210246911e-05,0.000297423321486226,"Mst1"
"ENSMUSG00000046897.17",3243.34298769263,-0.623685578205479,0.143168386278854,-4.35630794210883,1.32274650042736e-05,0.000300729747528817,"Zfp740"
"ENSMUSG00000000223.13",337.359761585187,4.8545293159693,1.11781152854874,4.34288714330218,1.40622380968836e-05,0.000319249172656404,"Drp2"
"ENSMUSG00000072620.3",491.940576830162,-2.32944218439807,0.536531507222192,-4.34166894775367,1.4140448424247e-05,0.000320564168653553,"Slfn2"
"ENSMUSG00000044134.9",339.416453115088,0.687790777315121,0.158472808164434,4.34011856848942,1.42405856267198e-05,0.000322371767174498,"Pheta1"
"ENSMUSG00000040164.3",12.7534703796039,7.18612865827085,1.65636763817966,4.33848651267322,1.43467287466893e-05,0.000324309958406921,"Kcns1"
"ENSMUSG00000021213.12",33.4951706635572,2.37976330880838,0.548753825502857,4.33666828040362,1.44658685441781e-05,0.000326535984095082,"Akr1c13"
"ENSMUSG00000017692.8",990.627672337392,-0.530515139276366,0.122358061009718,-4.33575961320791,1.45257620300035e-05,0.000327420208040064,"Rhbdl3"
"ENSMUSG00000037351.9",3438.83342303616,0.589243010452624,0.135919258227978,4.33524298274409,1.45599203511393e-05,0.000327722651664319,"Actr1b"
"ENSMUSG00000030744.13",28141.5837375939,-0.690892386901891,0.159459431126246,-4.33271573855612,1.47281222175612e-05,0.000331037068505953,"Rps3"
"ENSMUSG00000000296.8",416.189283725224,-1.18362060064061,0.274171531601859,-4.31708060178697,1.58106435643748e-05,0.000354863606478247,"Tpd52l1"
"ENSMUSG00000029238.11",1704.28897443262,0.760820848389216,0.176325589244346,4.31486349570564,1.59701554171394e-05,0.000357935355668397,"Clock"
"ENSMUSG00000024981.6",3413.69912497299,-0.918313972296336,0.213040826167219,-4.31050699913987,1.62880673155514e-05,0.000364027937274439,"Acsl5"
"ENSMUSG00000039745.8",1409.6605448381,-1.12413643611758,0.260788128153738,-4.3105353149162,1.62859816526956e-05,0.000364027937274439,"Htatip2"
"ENSMUSG00000041481.17",163.968873571193,-1.7882722961084,0.415047468845067,-4.30859704092291,1.64293388670629e-05,0.000366666643274662,"Serpina3g"
"ENSMUSG00000071064.15",658.034217565757,0.812078965333382,0.18859059042612,4.30604179932037,1.66201664793513e-05,0.000370402327983399,"Zfp827"
"ENSMUSG00000021610.8",2749.02916155536,0.533817512927545,0.124050989114237,4.30321045192118,1.683408062182e-05,0.000374641278739968,"Clptm1l"
"ENSMUSG00000023010.15",20380.3108949215,-0.628001339510917,0.145991699560754,-4.30162359504266,1.69551156719823e-05,0.000376804195123759,"Tmbim6"
"ENSMUSG00000029681.12",851.976102476694,0.722226548686252,0.16806111260037,4.29740430437125,1.7280982599553e-05,0.000383506750078001,"Bcl7b"
"ENSMUSG00000021245.15",174.809439831583,-1.17374825946974,0.273268441946885,-4.29522066692898,1.74519656146306e-05,0.000386361401233095,"Mlh3"
"ENSMUSG00000028195.4",5716.62998843465,1.05427881184008,0.245458693196905,4.29513739403127,1.74585178457332e-05,0.000386361401233095,"Ccn1"
"ENSMUSG00000016664.16",3334.35766917585,-0.635113114657572,0.148038866469379,-4.29017817958597,1.78529822776155e-05,0.000394538423732311,"Pacsin2"
"ENSMUSG00000048852.13",14.1865791730142,-3.6747176067166,0.856807485671701,-4.28884862488774,1.79601721688208e-05,0.000396352905641812,"Gm12185"
"ENSMUSG00000063873.10",2608.29488511566,-0.909088440086459,0.211990223082881,-4.28835078743719,1.80004658235357e-05,0.000396688089927041,"Slc24a3"
"ENSMUSG00000055762.16",7869.87525491939,-0.749774169838261,0.174914522146905,-4.28651755517789,1.81495865799525e-05,0.000399417294637645,"Eef1d"
"ENSMUSG00000025940.6",1720.39278166439,-0.538255453527887,0.125658405681595,-4.28348147987625,1.83991420219246e-05,0.000404243257165512,"Tmem70"
"ENSMUSG00000045813.7",11.9323727124986,4.11613056336216,0.960987753178103,4.28322894828745,1.84200458932453e-05,0.000404243257165512,"Gm9801"
"ENSMUSG00000031734.13",3982.61162894803,1.53576956444121,0.358838064844931,4.27984016997996,1.87027576589696e-05,0.0004098783270033,"Irx3"
"ENSMUSG00000036975.5",132.81287675317,0.985836004763609,0.230484831782069,4.27722725674092,1.89235592549523e-05,0.000414142880592107,"Tmem177"
"ENSMUSG00000018920.11",57.7201583903224,3.26884950014203,0.764347997814513,4.27665083115098,1.89726027045753e-05,0.000414467435970251,"Cxcl16"
"ENSMUSG00000035407.8",328.674554877569,4.0867474024175,0.955643136106277,4.27643672414031,1.89908501767269e-05,0.000414467435970251,"Kank4"
"ENSMUSG00000029550.11",2950.13810614723,0.627495285351906,0.146843853561082,4.27321450734666,1.92674935522462e-05,0.000419925056026265,"Sppl3"
"ENSMUSG00000043313.6",381.860680007949,0.84760035802523,0.1987021134537,4.26568365727389,1.99290994843756e-05,0.000433746144562836,"Pcdhb19"
"ENSMUSG00000036856.4",26.2543052394353,4.09772247688106,0.961114691209715,4.26351039512613,2.0124013403806e-05,0.00043738588142165,"Wnt4"
"ENSMUSG00000027674.16",65.0163458549273,-3.31752325515297,0.778244602252918,-4.26282848033788,2.01855456975065e-05,0.000438120614788874,"Pex5l"
"ENSMUSG00000032589.14",72.277095897155,1.5738015099921,0.369222613857005,4.26247323681429,2.0217671880968e-05,0.000438215958012586,"Bsn"
"ENSMUSG00000021996.16",8639.7249299885,-1.27866353817255,0.300088285461373,-4.26095785847377,2.03552616101891e-05,0.000440593820140544,"Esd"
"ENSMUSG00000054675.5",2989.23826140099,1.03126737886959,0.242145115080974,4.25888161536825,2.05452236504258e-05,0.000444097235157836,"Tmem119"
"ENSMUSG00000116311.1",68.8765813250529,-1.56306173675655,0.367533711707494,-4.25283909194304,2.11077248542471e-05,0.000455632732816883,"4930478M13Rik"
"ENSMUSG00000033170.14",263.887845319371,-1.22573595745597,0.288444049110377,-4.24947563049542,2.14271517483534e-05,0.000461896896010548,"Card10"
"ENSMUSG00000026836.15",2733.99477142927,0.522107291234922,0.123002861648791,4.2446759712444,2.18909520410599e-05,0.000471251952589629,"Acvr1"
"ENSMUSG00000044471.12",44.1774332259729,-1.63866979090304,0.386101969346896,-4.24413735489333,2.19435919053868e-05,0.000471742443125193,"Lncpint"
"ENSMUSG00000022992.17",1682.64070290547,-0.553686566983507,0.130490065346726,-4.24313196190303,2.20421731340577e-05,0.000473217904471801,"Kansl2"
"ENSMUSG00000047414.6",855.550719548092,2.48193386343158,0.585058719988783,4.24219617388006,2.21343080821852e-05,0.000474551156046959,"Flrt2"
"ENSMUSG00000021703.9",694.826280171264,0.595269430878829,0.140464070659511,4.23787683272954,2.25643490627394e-05,0.000483115554932718,"Serinc5"
"ENSMUSG00000032702.16",1679.39115651098,1.26620335818908,0.299019656574037,4.23451545860354,2.29045029575783e-05,0.000489734846052362,"Kank1"
"ENSMUSG00000029405.16",5193.66227684209,0.595431156527659,0.140759215863496,4.23013976651513,2.33546160585577e-05,0.000498011185345843,"G3bp2"
"ENSMUSG00000036298.10",12.1787207097533,4.62494625604163,1.09327043709036,4.2303771318929,2.33299846764639e-05,0.000498011185345843,"Slc2a13"
"ENSMUSG00000004891.16",62.887460640952,2.14202329060158,0.506665688297343,4.22768571086761,2.36107278382339e-05,0.000502793949557863,"Nes"
"ENSMUSG00000025144.17",580.886003947254,-0.783764748217872,0.185623331282274,-4.22233963157367,2.41779418543768e-05,0.000514179891306874,"Cenpx"
"ENSMUSG00000033209.17",2085.74033901364,1.24647393935348,0.295307287938127,4.22093862991501,2.43287169897597e-05,0.000516380836591972,"Ttc28"
"ENSMUSG00000075394.4",18.2750615500133,2.64337242141175,0.626277118392592,4.22077119502027,2.43467959788e-05,0.000516380836591972,"Hoxc4"
"ENSMUSG00000049313.8",18.7998075972173,2.55100775896145,0.604704759605278,4.21860043011175,2.45823470904376e-05,0.000520677836965153,"Sorl1"
"ENSMUSG00000025025.14",1525.35432347976,-0.639902255694988,0.151721109757646,-4.21762177140114,2.46892495620831e-05,0.00052154389348994,"Mxi1"
"ENSMUSG00000041272.11",876.434358004274,1.54073412242274,0.365303360719655,4.2176839528316,2.46824441206299e-05,0.00052154389348994,"Tox"
"ENSMUSG00000023915.5",1302.7431473357,2.17899320483106,0.516697308025904,4.2171561008439,2.47402716065688e-05,0.000521923940794917,"Tnfrsf21"
"ENSMUSG00000040464.15",293.133310259448,1.08944124128145,0.258460015709566,4.21512487450155,2.49640019501921e-05,0.000525941593086647,"Gtpbp10"
"ENSMUSG00000061787.15",18350.462757762,-0.621131049872468,0.147446864761513,-4.212575498822,2.5247528435922e-05,0.000531206653549938,"Rps17"
"ENSMUSG00000028949.13",720.967132912079,0.700721214864978,0.166399469952814,4.21107840706272,2.54154508458078e-05,0.000533319440656851,"Smarcd3"
"ENSMUSG00000039081.10",1635.68058567314,1.05259068056631,0.249941198276853,4.21135326157949,2.53845421826667e-05,0.000533319440656851,"Zfp503"
"ENSMUSG00000051910.13",26.8884408645053,6.48348318708766,1.54015549526075,4.20962896735956,2.55790400861592e-05,0.000536040334749869,"Sox6"
"ENSMUSG00000025745.12",6192.95676455997,0.478665096678431,0.113767371238715,4.20740227594837,2.58323053974611e-05,0.00054063080474872,"Hadha"
"ENSMUSG00000037613.16",308.995003233561,-1.1219374962689,0.266741036453973,-4.20609258771659,2.59823822538655e-05,0.000543052410044085,"Tnfrsf23"
"ENSMUSG00000075014.1",56.7077246515566,-1.6940645058311,0.402806793274999,-4.20565028721983,2.60332524032857e-05,0.000543396857627897,"Gm10800"
"ENSMUSG00000026188.11",105.705575352276,1.23668616447615,0.294421390200161,4.2003950991312,2.66449599470105e-05,0.000555431414409911,"Tmem169"
"ENSMUSG00000025171.2",1642.84542896503,-0.813761082222958,0.193795904317045,-4.19906233359641,2.68022538303535e-05,0.00055797419337736,"Ubtd1"
"ENSMUSG00000067001.11",27.2992466599014,-3.75330685621309,0.894012217227549,-4.19827244403057,2.689589345024e-05,0.000558452053097559,"Serpinb7"
"ENSMUSG00000106674.1",136.457605360447,-1.24433472018211,0.296377492885663,-4.19847913573568,2.68713606095774e-05,0.000558452053097559,"Gm20005"
"ENSMUSG00000055723.6",1124.65344421181,-0.836923222532987,0.199416898085567,-4.19685207506273,2.70650581534171e-05,0.000561227012968692,"Rras2"
"ENSMUSG00000027499.12",193.264606880547,1.74713283937642,0.416754440500201,4.19223568986921,2.76218807674352e-05,0.00057161886588875,"Pkia"
"ENSMUSG00000053198.14",403.337183067195,-1.01757064429224,0.242735366899478,-4.19209881645981,2.76385553787105e-05,0.00057161886588875,"Prx"
"ENSMUSG00000029233.15",1015.6994152031,0.621226770007005,0.148403043908393,4.18607835557926,2.83815407986475e-05,0.000586217942692064,"Srd5a3"
"ENSMUSG00000039270.9",442.001959600036,1.39610720437004,0.333642469607778,4.18444092567492,2.85868772380751e-05,0.000589688312322225,"Megf9"
"ENSMUSG00000087177.7",199.155897983363,0.998476690698976,0.238781637936094,4.18154720492454,2.89532123119796e-05,0.000596466372544446,"E130307A14Rik"
"ENSMUSG00000118365.1",92.735930349524,-1.43974150794311,0.344387429167225,-4.18058670557344,2.90757915208887e-05,0.000598211695080158,"Gm41724"
"ENSMUSG00000007805.4",242.934390198431,-0.806562130592195,0.193039319579045,-4.17822717336054,2.93790135258995e-05,0.000602964445759579,"Twist2"
"ENSMUSG00000021302.10",1097.91203875118,0.62953716533872,0.150672025667484,4.17819540521765,2.93831164631907e-05,0.000602964445759579,"Ggps1"
"ENSMUSG00000019990.15",9.20222075588125,5.72317751447138,1.37077798994905,4.17513087927833,2.97814784181555e-05,0.000610346485713717,"Pde7b"
"ENSMUSG00000028341.9",31.1434640172753,2.34089902825185,0.560761256554912,4.17450207354441,2.98638499797496e-05,0.000611241830997439,"Nr4a3"
"ENSMUSG00000047330.8",20.5910708186732,5.91840955884842,1.41883868120137,4.17130547486704,3.02859534905269e-05,0.000619079367534044,"Kcne4"
"ENSMUSG00000036334.12",438.900819935058,2.45455518741988,0.588776383395804,4.1689090402422,3.06061093433325e-05,0.000624815418260978,"Igsf10"
"ENSMUSG00000087132.8",104.664858236429,-1.37203960815369,0.329224251247533,-4.16749253116866,3.07968600023704e-05,0.00062789830309349,"A930001C03Rik"
"ENSMUSG00000029134.14",34.9793776669431,3.12157070152173,0.749130878652107,4.16692301769525,3.0873870078397e-05,0.000628657243696845,"Plb1"
"ENSMUSG00000031608.13",405.404390176069,-1.10170236453753,0.264436324928748,-4.16622929861992,3.09679225562479e-05,0.000629760803489412,"Galnt7"
"ENSMUSG00000043059.16",669.647318767482,0.73765804249856,0.177161381457432,4.16376321086547,3.13044768338501e-05,0.000635288071642369,"Zfp513"
"ENSMUSG00000063564.13",23.4492943128939,4.06690429993572,0.976764417714486,4.16364911147337,3.1320132131473e-05,0.000635288071642369,"Col23a1"
"ENSMUSG00000022568.17",1977.60622376667,-0.58889923936989,0.141460424513298,-4.16299640974519,3.14098308304808e-05,0.000636290688400548,"Scrib"
"ENSMUSG00000025584.17",3074.11293940808,0.896749112630005,0.215443054037121,4.16234868484316,3.14990868546498e-05,0.000637281781549707,"Pde8a"
"ENSMUSG00000022283.15",48663.9800247002,-0.945861039889838,0.227578152393411,-4.15620317654543,3.23580089089332e-05,0.000653822121189327,"Pabpc1"
"ENSMUSG00000037989.15",64.4860949932372,4.0996089018138,0.986934717196407,4.15388052561328,3.26883896154532e-05,0.000659654207297287,"Wnk2"
"ENSMUSG00000087006.3",32.7721805001247,2.51414961349051,0.605777417218265,4.15028613155555,3.32059909850897e-05,0.000669244723922707,"Gm13889"
"ENSMUSG00000029345.13",1547.32939524158,0.487316373251022,0.117471397542443,4.14838321026146,3.34831586953352e-05,0.000673971198146485,"Tfip11"
"ENSMUSG00000023277.13",529.669618732898,0.716308639473399,0.172727301912704,4.14704931728407,3.36787538570409e-05,0.000677045788416161,"Twf2"
"ENSMUSG00000030747.5",79.8490565064529,1.45478757467449,0.35106719243628,4.14390067205878,3.41447683332238e-05,0.000685541911605171,"Dgat2"
"ENSMUSG00000056679.13",50.9253342153178,2.6470294283243,0.638966538392954,4.14267300284889,3.4328123437344e-05,0.000688348576692224,"Gpr173"
"ENSMUSG00000004791.7",469.903952241088,-1.02732531547248,0.248126187789332,-4.14033409623296,3.46800352540719e-05,0.000694523747844853,"Pgf"
"ENSMUSG00000035208.16",277.901072931484,-1.76192666271748,0.425769138107154,-4.13822070465345,3.50009602857156e-05,0.000700063510727333,"Slfn8"
"ENSMUSG00000024940.11",27386.9699473173,-0.79576761638286,0.192323654133673,-4.13764817420622,3.50883851168141e-05,0.000700924871341061,"Ltbp3"
"ENSMUSG00000051674.15",814.837309276348,1.38369447224571,0.334573637958869,4.13569485237154,3.53882186977637e-05,0.000706021772276975,"Dcun1d4"
"ENSMUSG00000025871.18",1559.34588568521,0.840430930716938,0.203281294481522,4.13432496512035,3.55999452151168e-05,0.000709350232464138,"4833439L19Rik"
"ENSMUSG00000022840.9",16.3595098939197,4.36643131565017,1.05676334442205,4.13189134416673,3.59790497245919e-05,0.000716001214985236,"Adcy5"
"ENSMUSG00000030256.11",845.784806659496,1.7650141888493,0.427228475015893,4.13131214810445,3.60698387759984e-05,0.000716905059747863,"Bhlhe41"
"ENSMUSG00000039952.15",10077.3721429946,0.616787705284736,0.149342241309671,4.13002844925694,3.62718346729988e-05,0.000720014145311626,"Dag1"
"ENSMUSG00000068227.9",162.031393078674,-1.730824118633,0.419215917327797,-4.1287175584023,3.64792175226147e-05,0.000723222228450232,"Il2rb"
"ENSMUSG00000049235.8",33.8067794156675,-1.89787868909199,0.459780420623927,-4.12779362487109,3.66260595720034e-05,0.000725223517916324,"Gm7324"
"ENSMUSG00000025373.14",2278.32050322138,0.664941186269137,0.161190292876787,4.12519373469601,3.70422812002516e-05,0.000732547040356916,"Rnf41"
"ENSMUSG00000031337.16",295.831718951061,-1.23097629504671,0.29845346459997,-4.12451668703742,3.71514058324912e-05,0.000733786704448991,"Mtm1"
"ENSMUSG00000030123.15",4156.65884518239,0.75357267260048,0.182731338531764,4.12393779116047,3.72449526112587e-05,0.000734715975294007,"Plxnd1"
"ENSMUSG00000022146.12",2928.35031812692,-1.15345666762681,0.279881533719783,-4.12123176651463,3.76852067260939e-05,0.00074247375496136,"Osmr"
"ENSMUSG00000049091.6",821.185342600747,-0.534756980703496,0.129796037718058,-4.11997923900489,3.78906538944866e-05,0.000745591808451784,"Sephs2"
"ENSMUSG00000025473.16",226.150277424807,-1.6536381754831,0.402081250827939,-4.11269655592754,3.9106426381948e-05,0.000767603283554237,"Adam8"
"ENSMUSG00000032776.9",15.2739726504737,-3.48213307776326,0.846625633212543,-4.11295493682399,3.90626659075212e-05,0.000767603283554237,"Mctp2"
"ENSMUSG00000027506.15",151.679313646517,1.06454092100696,0.258967263164005,4.11071618860482,3.94433780502965e-05,0.000773256596244089,"Tpd52"
"ENSMUSG00000022364.14",692.291257564836,-0.854149289174014,0.207834797229359,-4.10975111271385,3.96085787263436e-05,0.000775533026586066,"Tbc1d31"
"ENSMUSG00000041354.16",1217.711199254,0.535899706019874,0.130459646239976,4.10778138271281,3.9947795112727e-05,0.000781206820020049,"Rgl2"
"ENSMUSG00000041609.16",253.378474662565,0.807580337247159,0.196649668292832,4.10669564946626,4.01359511177674e-05,0.000783916147851474,"Bicdl1"
"ENSMUSG00000030739.18",31.3429816055512,-3.24304201414434,0.789887029662341,-4.10570359096878,4.03086084671441e-05,0.000786316447394251,"Myh14"
"ENSMUSG00000026150.14",3055.28108179415,0.616772140485059,0.150294447121772,4.10375867037414,4.06491489553481e-05,0.000791981754184286,"Mff"
"ENSMUSG00000030447.15",4941.37084091234,-0.521692832991395,0.12713608961413,-4.10342047309133,4.07086426132739e-05,0.000792164115680222,"Cyfip1"
"ENSMUSG00000025873.16",2494.61370162492,0.522681471277302,0.12738729858934,4.1030893744146,4.07669675633507e-05,0.000792323314229402,"Faf2"
"ENSMUSG00000085241.7",761.13635605297,-0.96893142692401,0.236194563280288,-4.10225965182017,4.09134765430615e-05,0.00079419391014363,"Snhg3"
"ENSMUSG00000000275.16",1772.86594151908,-0.625655035923633,0.152622961343313,-4.09935065089108,4.14310922230537e-05,0.00080325483216745,"Trim25"
"ENSMUSG00000030187.15",21.8745010820291,-3.47791558689707,0.848584580614244,-4.09849019926758,4.15853843113498e-05,0.000805258158705439,"Klra2"
"ENSMUSG00000023050.9",1216.04696479689,-0.493941710964897,0.120555513538068,-4.09721377702833,4.18152708455646e-05,0.000808718598079273,"Map3k12"
"ENSMUSG00000028938.9",24.9201840922065,5.25272913704706,1.28220532574414,4.09663649930529,4.19196353711825e-05,0.000809745915036741,"Galntl5"
"ENSMUSG00000042215.8",860.95548733742,0.747964302634759,0.182599111495375,4.09620997884047,4.19969035890595e-05,0.000810247953126654,"Bag2"
"ENSMUSG00000063529.3",9.36044406146634,6.73962429497643,1.64582284492757,4.09498769308494,4.22190813864719e-05,0.000813541103643466,"Stmnd1"
"ENSMUSG00000002617.14",287.923670580499,0.708321524438055,0.173025210714499,4.09374750369081,4.24456530534455e-05,0.000815916987709844,"Zfp40"
"ENSMUSG00000047731.17",5307.66848092115,-0.70687024695918,0.172666493824029,-4.09384722712664,4.24273918968919e-05,0.000815916987709844,"Wbp1l"
"ENSMUSG00000029810.15",7216.09251767913,-0.955659598283391,0.233523377137366,-4.092350881519,4.27021844923541e-05,0.000819850810648465,"Tmem176b"
"ENSMUSG00000022178.11",1905.89333713985,-0.568049118440194,0.138819862049789,-4.09198734282316,4.27692001130222e-05,0.000819906612413035,"Ajuba"
"ENSMUSG00000066677.12",20.4144777446659,-3.28403946570286,0.802595829928322,-4.09177240055702,4.2808870023464e-05,0.000819906612413035,"Ifi208"
"ENSMUSG00000053846.5",76.2813703364235,1.85893145676214,0.454732918881498,4.08796324078435,4.35177086906433e-05,0.000832473746998614,"Lipg"
"ENSMUSG00000038489.8",724.954985838308,-0.662160891378222,0.1620713126654,-4.08561441558304,4.3960330915425e-05,0.000839924049328454,"Polr2l"
"ENSMUSG00000001143.13",1400.25699081043,0.827647893456534,0.202670160570073,4.08371854607761,4.43207073006115e-05,0.000845786830986669,"Lman2l"
"ENSMUSG00000027217.13",149.232773297222,6.71855344712061,1.64604474408345,4.08163476191628,4.47200353502482e-05,0.000852377899359798,"Tspan18"
"ENSMUSG00000024953.17",6664.47166262123,-0.802785273401391,0.196743602933683,-4.08036277383814,4.49654688125798e-05,0.000856023340611535,"Prdx5"
"ENSMUSG00000031443.7",43.0502175481209,2.70317216259327,0.662610016021487,4.07958240478153,4.51166748080999e-05,0.000857868325683256,"F7"
"ENSMUSG00000036528.16",119.258975055379,2.64120729963437,0.647985619734272,4.07602764505405,4.58115748405738e-05,0.000870034488047965,"Ppfibp2"
"ENSMUSG00000001661.5",50.5716703108356,1.62294808276407,0.398414234061792,4.07351932740526,4.63080066258274e-05,0.000878406737928811,"Hoxc6"
"ENSMUSG00000005360.14",3028.72205335208,1.08525221489608,0.266516053358501,4.07199566862964,4.6612046368686e-05,0.000882114262988373,"Slc1a3"
"ENSMUSG00000030276.19",213.456912258905,0.834181587903404,0.204858942595726,4.0719803457621,4.66151135747922e-05,0.000882114262988373,"Ttll3"
"ENSMUSG00000001036.17",2675.52689631052,-0.539795994542518,0.132648202897583,-4.06938038172513,4.71383335048199e-05,0.000890948334580932,"Epn2"
